"year","plot","treatment","ACMGLA","AMSMEN","BRATOR","BRODIA","BROMAD","CALCIL","CRACON","CROSET","CRYINT","EROCIC","EROMOS","EUCCHR","HORMUR","LUPBIC","LUPSPA","LUPTRU","NEMMEN","PECLIN","PHADIS","SCHBAR","SISERY","SONOLE"
"2021","A_1_L","unraked",0,7,7,36,68,0,0,0,1,0,5,0,12,0,0,0,0,0,0,0,0,0
"2021","A_1_U","raked",0,4,3,19,80,0,0,0,0,1,2,0,17,0,0,1,0,0,0,0,0,0
"2021","A_2_L","raked",0,1,0,52,57,0,0,0,1,0,1,0,8,0,0,1,0,0,0,0,0,0
"2021","A_2_U","unraked",0,7,2,63,54,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"2021","A_3_L","unraked",0,7,3,77,36,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"2021","A_3_U","raked",0,6,4,67,77,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
"2021","A_4_L","raked",0,3,1,83,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","A_4_U","unraked",0,1,5,57,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2021","A_5_L","unraked",0,8,6,87,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2021","A_5_U","raked",0,2,6,88,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","A_6_L","raked",0,5,5,82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"2021","A_6_U","unraked",0,1,6,89,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021","A_7_L","unraked",0,3,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","A_7_U","raked",0,4,14,89,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","A_8_L","raked",0,7,18,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2021","A_8_U","unraked",0,5,32,87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","A_9_L","unraked",0,2,17,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2021","A_9_U","raked",0,6,13,88,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","A_10_L","raked",0,5,4,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2021","A_10_U","unraked",0,3,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","C_1_L","unraked",0,1,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","C_1_U","raked",0,4,1,88,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"2021","C_2_L","raked",0,1,1,90,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0
"2021","C_2_U","unraked",0,0,0,84,2,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0
"2021","C_3_L","unraked",0,7,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2021","C_3_U","raked",0,1,3,89,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0
"2021","C_4_L","raked",0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","C_4_U","unraked",0,0,5,87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","C_5_L","unraked",0,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","C_5_U","raked",0,4,0,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","C_6_L","raked",0,3,2,88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2021","C_6_U","unraked",0,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","C_7_L","unraked",0,0,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","C_7_U","raked",0,1,2,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","C_8_L","raked",0,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","C_8_U","unraked",0,2,0,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2021","C_9_L","unraked",0,0,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","C_9_U","raked",0,8,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","C_10_L","raked",0,11,2,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","C_10_U","unraked",0,1,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","E_1_L","unraked",0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","E_1_U","raked",0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","E_2_L","raked",0,1,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","E_2_U","unraked",0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","E_3_L","unraked",0,0,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","E_3_U","raked",0,5,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","E_4_L","raked",0,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","E_4_U","unraked",0,2,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","E_5_L","unraked",0,2,2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","E_5_U","raked",0,3,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2021","E_6_L","raked",0,5,0,84,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","E_6_U","unraked",0,1,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","E_7_L","unraked",0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","E_7_U","raked",0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","E_8_L","raked",0,3,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","E_8_U","unraked",0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","E_9_L","unraked",0,2,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","E_9_U","raked",0,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","E_10_L","raked",0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","E_10_U","unraked",0,3,4,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","G_1_L","unraked",0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","G_1_U","raked",0,0,0,90,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2021","G_2_L","raked",0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","G_2_U","unraked",0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","G_3_L","unraked",0,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","G_3_U","raked",0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","G_4_L","raked",0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","G_4_U","unraked",0,2,9,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","G_5_L","unraked",0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","G_5_U","raked",0,1,5,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","G_6_L","raked",0,1,3,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2021","G_6_U","unraked",0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","G_7_L","unraked",0,1,2,90,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"2021","G_7_U","raked",0,7,2,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2021","G_8_L","raked",0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","G_8_U","unraked",0,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","G_9_L","unraked",0,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","G_9_U","raked",0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","G_10_L","raked",0,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021","G_10_U","unraked",0,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","A_1_L","unraked",0,5,1,37,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2022","A_1_U","raked",0,1,5,66,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"2022","A_2_L","raked",0,7,4,46,35,1,0,0,1,1,0,0,1,1,0,2,0,0,0,0,0,0
"2022","A_2_U","unraked",0,8,1,62,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"2022","A_3_L","unraked",0,1,1,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","A_3_U","raked",0,3,4,18,28,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2022","A_4_L","raked",0,1,4,64,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","A_4_U","unraked",0,5,2,62,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","A_5_L","unraked",0,6,4,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","A_5_U","raked",0,2,8,48,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"2022","A_6_L","raked",0,6,9,61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
"2022","A_6_U","unraked",0,2,1,68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022","A_7_L","unraked",0,10,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","A_8_L","raked",0,14,7,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","A_8_U","unraked",0,3,12,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","A_9_L","unraked",0,1,2,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","A_9_U","raked",0,24,11,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","A_10_L","raked",0,11,14,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","A_10_U","unraked",0,4,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","C_1_L","unraked",0,1,1,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","C_1_U","raked",0,2,4,62,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2022","C_2_L","raked",0,3,5,72,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"2022","C_2_U","unraked",0,11,3,74,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0
"2022","C_3_L","unraked",0,8,3,85,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"2022","C_3_U","raked",0,1,12,54,0,0,0,0,1,1,0,0,3,0,0,2,0,0,0,0,0,0
"2022","C_4_L","raked",0,12,20,76,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"2022","C_4_U","unraked",0,6,5,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","C_5_L","unraked",0,4,7,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","C_5_U","raked",0,8,3,68,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0
"2022","C_6_L","raked",0,7,29,81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022","C_6_U","unraked",0,9,4,82,0,0,0,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0
"2022","C_7_L","unraked",0,2,5,88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022","C_7_U","raked",0,13,15,82,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0
"2022","C_8_L","raked",0,7,2,84,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
"2022","C_8_U","unraked",0,3,2,80,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022","C_9_L","unraked",0,8,2,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022","C_9_U","raked",0,20,11,76,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"2022","C_10_L","raked",0,9,13,78,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2022","C_10_U","unraked",0,3,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","E_1_L","unraked",0,1,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","E_1_U","raked",0,1,1,65,11,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0
"2022","E_2_L","raked",0,2,7,82,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","E_2_U","unraked",0,1,1,85,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","E_3_L","unraked",0,1,3,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","E_3_U","raked",0,14,11,45,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"2022","E_4_L","raked",0,13,14,74,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"2022","E_4_U","unraked",0,10,6,85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","E_5_L","unraked",0,6,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","E_5_U","raked",0,13,7,60,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0
"2022","E_6_L","raked",0,6,11,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","E_6_U","unraked",0,7,2,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","E_7_L","unraked",0,5,2,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2022","E_7_U","raked",0,11,5,78,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022","E_8_L","raked",0,3,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","E_8_U","unraked",0,12,2,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","E_9_L","unraked",0,4,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","E_9_U","raked",0,10,7,64,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2022","E_10_L","raked",0,24,23,78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2022","E_10_U","unraked",0,1,4,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","G_1_L","unraked",0,6,4,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","G_1_U","raked",0,1,14,76,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"2022","G_2_L","raked",0,2,14,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","G_2_U","unraked",0,16,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","G_3_L","unraked",0,2,3,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","G_3_U","raked",0,4,7,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","G_4_L","raked",0,7,9,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","G_4_U","unraked",0,4,1,90,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
"2022","G_5_L","unraked",0,3,2,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","G_5_U","raked",0,1,7,87,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"2022","G_6_L","raked",0,2,9,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","G_6_U","unraked",0,11,1,82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2022","G_7_L","unraked",0,6,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","G_7_U","raked",0,11,8,66,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
"2022","G_8_L","raked",0,14,11,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2022","G_8_U","unraked",0,5,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","G_9_L","unraked",0,3,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","G_9_U","raked",0,10,6,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2022","G_10_L","raked",0,34,29,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022","G_10_U","unraked",0,20,0,87,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0
"2023","A_1_L","unraked",0,14,14,76,56,0,0,0,1,1,4,0,12,0,0,1,0,0,0,10,0,0
"2023","A_1_U","raked",0,6,9,32,78,0,0,0,1,0,13,0,22,0,0,0,0,0,0,19,0,0
"2023","A_2_L","raked",0,9,16,76,56,0,0,0,2,5,1,0,22,0,0,0,0,0,0,5,0,0
"2023","A_2_U","unraked",0,8,11,85,33,0,0,0,1,0,0,0,22,0,0,1,0,0,0,0,0,0
"2023","A_3_L","unraked",0,8,19,89,57,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0
"2023","A_3_U","raked",0,13,35,70,76,0,0,0,3,1,7,0,6,2,0,2,0,0,0,1,0,0
"2023","A_4_L","raked",0,55,21,63,46,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0
"2023","A_4_U","unraked",0,20,17,89,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023","A_5_L","unraked",0,5,56,89,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"2023","A_5_U","raked",0,12,55,89,28,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"2023","A_6_L","raked",0,8,32,79,6,0,0,0,1,1,0,1,0,0,0,8,0,0,1,3,0,0
"2023","A_6_U","unraked",0,2,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023","A_7_L","unraked",0,14,1,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2023","A_7_U","raked",0,0,12,90,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0
"2023","A_8_L","raked",0,16,17,90,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0
"2023","A_8_U","unraked",0,3,2,90,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2023","A_9_L","unraked",0,11,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023","A_9_U","raked",0,17,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"2023","A_10_L","raked",1,37,8,86,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
"2023","A_10_U","unraked",0,7,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023","C_1_L","unraked",0,30,8,90,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,8,0,0
"2023","C_1_U","raked",0,2,34,85,20,0,0,0,0,0,0,0,9,0,0,11,0,0,0,21,0,0
"2023","C_2_L","raked",0,4,26,84,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0
"2023","C_2_U","unraked",0,7,18,90,0,0,0,0,1,0,0,0,21,0,0,6,0,0,0,0,0,0
"2023","C_3_L","unraked",0,14,9,90,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0
"2023","C_3_U","raked",0,7,43,89,13,0,0,0,0,1,2,0,23,0,0,1,0,0,0,57,0,0
"2023","C_4_L","raked",0,37,3,86,2,0,0,0,0,0,0,0,3,0,0,5,0,0,0,9,0,0
"2023","C_4_U","unraked",0,2,34,90,12,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0
"2023","C_5_L","unraked",0,6,2,89,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"2023","C_5_U","raked",0,5,13,90,5,0,0,0,2,5,0,0,0,0,0,6,0,0,0,5,0,0
"2023","C_6_L","raked",0,4,20,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"2023","C_6_U","unraked",0,15,10,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2023","C_7_L","unraked",0,3,17,90,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2023","C_7_U","raked",0,19,34,90,2,0,0,0,2,2,0,1,0,0,0,0,0,0,0,3,0,0
"2023","C_8_L","raked",0,6,30,89,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"2023","C_8_U","unraked",0,6,14,90,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"2023","C_9_L","unraked",0,14,11,90,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2023","C_9_U","raked",0,45,9,90,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,0
"2023","C_10_L","raked",0,25,13,88,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"2023","C_10_U","unraked",0,4,7,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2023","E_1_L","unraked",0,2,17,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023","E_1_U","raked",0,8,38,88,6,0,0,1,4,2,0,0,1,0,0,0,0,1,0,1,0,0
"2023","E_2_L","raked",0,10,31,88,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0
"2023","E_2_U","unraked",0,15,29,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023","E_3_L","unraked",0,23,3,90,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023","E_3_U","raked",0,64,32,90,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,3,0,0
"2023","E_4_L","raked",0,67,22,90,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,1,0,1
"2023","E_4_U","unraked",0,33,10,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023","E_5_L","unraked",0,19,2,90,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"2023","E_5_U","raked",0,31,15,90,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"2023","E_6_L","raked",0,26,29,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2023","E_6_U","unraked",0,16,23,90,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"2023","E_7_L","unraked",0,13,18,90,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"2023","E_7_U","raked",0,30,39,90,0,0,0,0,0,0,0,5,0,1,0,5,0,0,0,0,0,0
"2023","E_8_L","raked",0,31,9,89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2023","E_8_U","unraked",0,11,9,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2023","E_9_L","unraked",0,22,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023","E_9_U","raked",1,28,37,89,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0
"2023","E_10_L","raked",0,31,15,88,0,0,0,0,0,11,0,1,0,1,0,0,0,0,0,0,0,0
"2023","E_10_U","unraked",0,7,12,90,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0
"2023","G_1_L","unraked",0,19,19,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023","G_1_U","raked",0,7,42,89,8,0,0,1,8,21,0,0,0,0,0,0,0,0,0,11,0,0
"2023","G_2_L","raked",0,19,52,90,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"2023","G_2_U","unraked",0,6,14,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023","G_3_L","unraked",0,9,13,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2023","G_3_U","raked",0,7,8,90,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"2023","G_4_L","raked",0,6,21,90,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2023","G_4_U","unraked",0,11,7,89,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2023","G_5_L","unraked",0,4,1,88,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2023","G_5_U","raked",0,21,3,88,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023","G_6_L","raked",0,1,4,90,0,0,0,6,0,8,0,1,0,0,0,0,0,0,0,0,0,0
"2023","G_6_U","unraked",0,11,6,90,0,0,0,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0
"2023","G_7_L","unraked",0,12,0,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2023","G_7_U","raked",0,3,7,90,0,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,1
"2023","G_8_L","raked",0,7,1,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2023","G_8_U","unraked",0,5,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023","G_9_L","unraked",0,0,4,90,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"2023","G_9_U","raked",0,40,12,90,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
"2023","G_10_L","raked",0,29,2,90,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023","G_10_U","unraked",0,35,1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
